Дата,Выпуск,Ссылка на выпуск,Ссылка на обложку,Обложка
2011-04-15,№ 7 (295),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1194/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1194/cover.jpg,
2011-04-29,№ 8 (296),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1431/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1431/cover.jpg,
2011-05-27,№ 10 (298),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1323/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1323/cover.jpg,
2011-06-10,№ 11 (299),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1112/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1112/cover.jpg,
2011-06-24,№ 12 (300),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1138/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1138/cover.jpg,
2011-07-08,№ 13 (301),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1273/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1273/cover.jpg,
2011-07-22,№ 14 (302),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1409/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1409/cover.jpg,
2011-08-19,№ 15 (303),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1176/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1176/cover.jpg,
2011-09-02,№ 16 (304),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1226/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1226/cover.jpg,
2011-09-16,№ 17 (305),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1370/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1370/cover.jpg,
2011-09-30,№ 18 (306),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1229/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1229/cover.jpg,
2011-10-14,№ 19 (307),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1368/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1368/cover.jpg,
2011-10-28,№ 20 (308),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1253/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1253/cover.jpg,
2011-11-11,№ 21 (309),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1406/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1406/cover.jpg,
2011-11-25,№ 22 (310),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1190/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1190/cover.jpg,
2011-12-09,№ 23 (311),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1416/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1416/cover.jpg,
2011-12-23,№ 24 (312),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1287/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1287/cover.jpg,
2012-01-27,№ 1 (313),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1204/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1204/cover.jpg,
2012-02-10,№ 2 (314),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1248/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1248/cover.jpg,
2012-02-24,№ 3 (315),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1376/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1376/cover.jpg,
2012-03-09,№ 4 (316),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1333/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1333/cover.jpg,
2012-03-23,№ 5 (317),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1121/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1121/cover.jpg,
2012-04-06,№ 6 (318),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1383/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1383/cover.jpg,
2012-04-20,№ 7 (319),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1239/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1239/cover.jpg,
2012-05-04,№ 8 (320),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1297/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1297/cover.jpg,
2012-05-18,№ 9 (321),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1157/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1157/cover.jpg,
2012-06-01,№ 10 (322),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1197/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1197/cover.jpg,
2012-06-15,№ 11 (323),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1429/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1429/cover.jpg,
2012-06-29,№ 12 (324),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1397/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1397/cover.jpg,
2012-07-13,№ 13 (325),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1260/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1260/cover.jpg,
2012-07-27,№ 14 (326),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1124/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1124/cover.jpg,
2012-08-24,№ 15 (327),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1353/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1353/cover.jpg,
2012-09-07,№ 16 (328),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1265/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1265/cover.jpg,
2012-09-21,№ 17 (329),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1391/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1391/cover.jpg,
2012-10-05,№ 18 (330),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1340/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1340/cover.jpg,
2012-10-19,№ 19 (331),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1115/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1115/cover.jpg,
2012-11-02,№ 20 (332),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1168/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1168/cover.jpg,
2012-11-16,№ 21 (333),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1305/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1305/cover.jpg,
2012-11-30,№ 22 (334),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1339/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1339/cover.jpg,
2012-12-14,№ 23 (335),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1117/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1117/cover.jpg,
2012-12-28,№ 24 (336),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1244/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1244/cover.jpg,
2013-01-25,№ 1 (337),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1310/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1310/cover.jpg,
2013-02-08,№ 2 (338),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1216/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1216/cover.jpg,
2013-02-22,№ 3 (339),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1360/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1360/cover.jpg,
2013-03-08,№ 4 (340),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1448/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1448/cover.jpg,
2013-03-22,№ 5 (341),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1205/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1205/cover.jpg,
2013-04-05,№ 6 (342),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1094/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1094/cover.jpg,
2013-04-19,№ 7 (343),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1318/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1318/cover.jpg,
2013-05-03,№ 8 (344),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1249/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1249/cover.jpg,
2013-05-17,№ 9 (345),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1374/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1374/cover.jpg,
2013-05-31,№ 10 (346),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1332/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1332/cover.jpg,
2013-06-14,№ 11 (347),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1122/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1122/cover.jpg,
2013-06-28,№ 12 (348),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1382/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1382/cover.jpg,
2013-07-12,№ 13 (349),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1243/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1243/cover.jpg,
2013-07-26,№ 14 (350),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1387/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1387/cover.jpg,
2013-08-09,№ 15 (351),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1268/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1268/cover.jpg,
2013-09-06,№ 16 (352),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1141/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1141/cover.jpg,
2013-09-20,№ 17 (353),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1270/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1270/cover.jpg,
2013-10-04,№ 18 (354),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1195/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1195/cover.jpg,
2013-10-18,№ 19 (355),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1432/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1432/cover.jpg,
2013-11-01,№ 20 (356),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1392/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1392/cover.jpg,
2013-11-15,№ 21 (357),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1264/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1264/cover.jpg,
2013-11-29,№ 22 (358),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1354/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1354/cover.jpg,
2013-12-13,№ 23 (359),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1123/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1123/cover.jpg,
2013-12-27,№ 24 (360),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1166/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1166/cover.jpg,
2014-01-24,№ 1 (361),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1423/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1423/cover.jpg,
2014-02-07,№ 2 (362),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1341/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1341/cover.jpg,
2014-02-21,№ 3 (363),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1114/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1114/cover.jpg,
2014-03-07,№ 4 (364),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1096/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1096/cover.jpg,
2014-03-21,№ 5 (365),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1315/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1315/cover.jpg,
2014-04-04,№ 6 (366),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1443/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1443/cover.jpg,
2014-04-18,№ 7 (367),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1208/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1208/cover.jpg,
2014-05-02,№ 8 (368),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1217/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1217/cover.jpg,
2014-05-16,№ 9 (369),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1359/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1359/cover.jpg,
2014-05-30,№ 10 (370),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1233/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1233/cover.jpg,
2014-06-13,№ 11 (371),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1366/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1366/cover.jpg,
2014-06-27,№ 12 (372),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1298/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1298/cover.jpg,
2014-07-11,№ 13 (373),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1156/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1156/cover.jpg,
2014-07-25,№ 14 (374),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1132/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1132/cover.jpg,
2014-08-22,№ 15 (375),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1280/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1280/cover.jpg,
2014-09-05,№ 16 (376),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1403/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1403/cover.jpg,
2014-09-19,№ 17 (377),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1255/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1255/cover.jpg,
2014-10-03,№ 18 (378),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1174/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1174/cover.jpg,
2014-10-17,№ 19 (379),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1411/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1411/cover.jpg,
2014-11-14,№ 21 (381),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1342/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1342/cover.jpg,
2014-11-28,№ 22 (382),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1410/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1410/cover.jpg,
2014-12-12,№ 23 (383),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1175/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1175/cover.jpg,
2015-02-13,№ 2 (386),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1389/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1389/cover.jpg,
2015-02-27,№ 3 (387),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1267/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1267/cover.jpg,
2015-11-27,№ 13–14 (397–398),https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1331/issue.pdf,https://archivarius-public.s3.us-west-2.amazonaws.com/rima/print/scraped_printed_issue/1331/cover.jpg,